;target_day_n;target_day_engagement;target_day_prop;random_day_n;random_day_engagement;random_day_prop;comparison_metric;comparison_metric_weighted;hot_topic
erasmus;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
israëliërs doden  hln;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
kasteelmoord ;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
colruyt;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
chihuahua van meisje;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
regering-trump;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
erdogan roepen duitser;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
aruba ;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
red lions;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
rector;1;12;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
maï-maï ;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
parlement ;1;4;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2i7o0ia;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
barcelona-aanslag;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
radamel falcao;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
wielrenner samuel;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
stem;1;12;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
steven bannon;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
reisadvies;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
vincent kompany;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
tamino !;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
stefanie mannaerts;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
stubru;1;7;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
national geographic;1;10;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
jeker ;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
alken;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
greenpeace;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
jij meteen;1;32;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
nmbs ;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
windhoos;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
pommeline;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
charlottesville;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
barça;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
pukkelpop van start;1;9;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
brussels gewest;1;7;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
foolish;1;4;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
filosoof franco berardi;1;14;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
queen b.;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
terror;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
bart raes;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
justitieminster geens;1;4;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
k3-nummer;1;29;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
emmanuel;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
hondenhok ;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
kock;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
slim mens;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
minderjarig;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
oxford university;1;8;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
lovers;1;17;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
flamingo;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
natalee holloway;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
palestijn;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
vandalenstreek;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
republikein;1;13;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
cannabiskweker;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2fhzfnm;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
kerstmis;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
donald;1;4;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
moussa oukabir;1;40;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
durbuy;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
gents handelsdok;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
middellandse;1;4;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
the beatles;1;14;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
engeland;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
oukabir soprano;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
drones;1;10;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
pauline hanson;1;8;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
overzicht;1;8;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
tongeren;1;12;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
flandria-kiosk nieuw;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
christopher cantwell;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
jullie;1;17;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
absoluut;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
sidi larbi cherkaoui;1;18;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
jarig romy;1;7;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
janis joplin;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
joris;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2viuwb1;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
danken voor de terecht opmerking;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
roeselare;1;4;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
jambon;1;9;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
zweeds;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
latijns-amerika;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
monty pythons;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
luftwaffe;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
damme;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2ierhaw;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
al;1;10;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
schots;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
uz brussel;1;13;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
onze;1;68;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ds;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
hpv;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
sainsbury;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
delhaize;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
james cooke;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
golfconflict;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
tamino;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
rechts-extremist;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
hawaii;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
centraal-europa;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
kelder;1;4;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ipad;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
oaks;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
moslimexecutieve;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
marc coucke;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
lily;1;4;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ghostwriter trump;1;13;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
peta;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
vlaamse;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
daniel martin;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ku klux klan;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
dimension;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
lanaken van controversieel;1;24;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
onderschatten;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2wseaup;1;15;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
intergalactic;1;9;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
opinie bram;1;13;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
dentergem;1;31;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
thais;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
red panthers;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
nederlands publieke;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
sir bruce;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
cambrills;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
hollands;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
virunga-park;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
australisch julia;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
hollywood;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
san sebastián;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
pukkelpop ;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ongeloof;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ps;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
erpe-mere;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
president venezuela;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
joris van severenlaan;1;31;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
cdh-coryfee;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
eviva;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
brian;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
mexico;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
terrorisme-expert;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
nantes;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
amstelveen;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
dance-bomme;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2ie52lv;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
studie;1;10;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
take;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2fop5e8;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
is love;1;14;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
meerderheid verlaten;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
luk perceval;1;18;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
kessel;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
imtech;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
bezoeker bozar;1;18;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
vlees;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
faces;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
el pais;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
waarom bannon;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
editors;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
contact;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
kortrijk;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
big brother;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
canadese;1;8;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
beurs;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
bewoner;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2fm4xol;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
pukkelpopweid;1;11;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
brutus !;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
niet;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ex-rechterarm coucke;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
julien vermote;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2wxrf3o;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
bozar ;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2viet61;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
karl;1;13;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
marianne;1;17;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
wta new haven;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
keulen;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
president;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
hamburger;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
museum;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
nummerplaat;1;13;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
marquee;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
portugees alentejo;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
casteau;1;2;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
knoope;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
italiaan;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
total eclipse;1;6;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
kompany;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
wereld;1;23;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
afp;1;5;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
ebx.sh/2fnypdb;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
lanaken;1;3;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
vloek van messi;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
julian;1;62;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
diegem;1;1;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
bruno de wever;1;9;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
patrick dewael;1;12;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;0.000505140052605285;0
venezuela;3;3;0.0021321961620469083;10.0;26.0;0.009191176470588236;0.0004946331395110951;0.0004946331395110951;0
ek;3;1;0.0021321961620469083;11.0;4.0;0.01011029411764706;0.0004496664904646319;0.0004496664904646319;0
china;2;3;0.0014214641080312722;5.0;7.0;0.004595588235294118;0.0004396739017876401;0.0004396739017876401;0
n-va;2;11;0.0014214641080312722;5.0;32.0;0.004595588235294118;0.0004396739017876401;0.0004396739017876401;0
italiaans;2;3;0.0014214641080312722;7.0;6.0;0.006433823529411764;0.0003140527869911715;0.0003140527869911715;0
manilla;1;0;0.0007107320540156361;2.0;1.0;0.001838235294117647;0.00027479618861727507;0.00027479618861727507;0
daniel craig;1;0;0.0007107320540156361;2.0;8.0;0.001838235294117647;0.00027479618861727507;0.00027479618861727507;0
vuelta;1;5;0.0007107320540156361;2.0;5.0;0.001838235294117647;0.00027479618861727507;0.00027479618861727507;0
canadees;1;62;0.0007107320540156361;2.0;0.0;0.001838235294117647;0.00027479618861727507;0.00027479618861727507;0
sicilië;1;2;0.0007107320540156361;2.0;5.0;0.001838235294117647;0.00027479618861727507;0.00027479618861727507;0
usain bolt;1;0;0.0007107320540156361;2.0;15.0;0.001838235294117647;0.00027479618861727507;0.00027479618861727507;0
europees;2;15;0.0014214641080312722;10.0;20.0;0.009191176470588236;0.00021983695089382004;0.00021983695089382004;0
brugge;1;0;0.0007107320540156361;3.0;12.0;0.0027573529411764708;0.00018319745907818336;0.00018319745907818336;0
rusland;1;3;0.0007107320540156361;3.0;7.0;0.0027573529411764708;0.00018319745907818336;0.00018319745907818336;0
brigitte macron;1;0;0.0007107320540156361;3.0;16.0;0.0027573529411764708;0.00018319745907818336;0.00018319745907818336;0
facebook;1;5;0.0007107320540156361;4.0;24.0;0.003676470588235294;0.00013739809430863753;0.00013739809430863753;0
google;1;5;0.0007107320540156361;4.0;10.0;0.003676470588235294;0.00013739809430863753;0.00013739809430863753;0
anderlecht;1;0;0.0007107320540156361;5.0;3.0;0.004595588235294118;0.00010991847544691002;0.00010991847544691002;0
 nieuw;1;2;0.0007107320540156361;5.0;30.0;0.004595588235294118;0.00010991847544691002;0.00010991847544691002;0
fipronil;2;1;0.0014214641080312722;26.0;36.0;0.02389705882352941;8.455267342070002e-05;8.455267342070002e-05;0
stvv;1;0;0.0007107320540156361;7.0;7.0;0.006433823529411764;7.851319674779287e-05;7.851319674779287e-05;0
italië;1;3;0.0007107320540156361;8.0;7.0;0.007352941176470588;6.869904715431877e-05;6.869904715431877e-05;0
antwerpen;1;0;0.0007107320540156361;10.0;113.0;0.009191176470588236;5.495923772345501e-05;5.495923772345501e-05;0
chinees;1;3;0.0007107320540156361;11.0;41.0;0.01011029411764706;4.99629433849591e-05;4.99629433849591e-05;0
pro league;3;0;0.0021321961620469083;2.0;0.0;0.001838235294117647;0.002473165697555476;;0
jupiler;3;0;0.0021321961620469083;3.0;0.0;0.0027573529411764708;0.0016487771317036503;;0
club;3;0;0.0021321961620469083;0.0;0.0;0.001;0.004546260473447566;;0
congo;3;0;0.0021321961620469083;0.0;0.0;0.001;0.004546260473447566;;0
brad pitt;3;0;0.0021321961620469083;0.0;0.0;0.001;0.004546260473447566;;0
koekelkoren;2;0;0.0014214641080312722;0.0;0.0;0.001;0.00202056021042114;;0
petit bazar;2;0;0.0014214641080312722;0.0;0.0;0.001;0.00202056021042114;;0
fc barcelona;2;0;0.0014214641080312722;0.0;0.0;0.001;0.00202056021042114;;0
tweede kamer;2;0;0.0014214641080312722;0.0;0.0;0.001;0.00202056021042114;;0
aek;2;0;0.0014214641080312722;0.0;0.0;0.001;0.00202056021042114;;0
borsus;2;0;0.0014214641080312722;0.0;0.0;0.001;0.00202056021042114;;0
koen wauters;2;0;0.0014214641080312722;0.0;0.0;0.001;0.00202056021042114;;0
ivan leko;2;0;0.0014214641080312722;0.0;0.0;0.001;0.00202056021042114;;0
gesbert;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
pukkelpopdag van start;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
nicolaas ii;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
geens;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
gas;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
porsche cayennes;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
limousin;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
kortenak;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
bardotke;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
neerpelt;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
agoria;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
bmc;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
foto;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
veertig dood;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ontdekken;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
buien;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
julie van den steen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
twee verdenken;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
glow;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
voedingsexpert;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
nestlé;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
start-up vragen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
koning felipe;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ebx.sh/2flaff8;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
scheidsrechtersbaas;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
brussels summer;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
gepasseerde;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
neonazi ’;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
zestigtal;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
supercup;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
heer;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
simons;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
franstalig;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
kevin janssens;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
primark;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ryan adams;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
brabanthal;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
laser radiaal;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
